Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la información facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
15/03/2023;Hombre;España;Alicante;En pareja;2 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
15/03/2023;Mujer;España;Madrid;En pareja;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Correo postal o electrónico;10;10;+65;;Residente;10;10;10;10;PIT de Atocha;Residente;10;10
15/03/2023;Mujer;España;Islas Baleares;En pareja;2 noches;;9;blogs;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;7;8;9;9;Sí;NS/NC;NS/NC;10;;9;Internet/web (Indicar páginas);6;8;25-44;;Ocio, recreo y vacaciones;9;9;NS/NC;8;;Avión;9;8
15/03/2023;Mujer;Reino Unido;;En pareja;De 4 a 7 noches;;9;familia;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;8;10;10;10;Sí;NS/NC;NS/NC;9;;9;Otros (Indicar);8;9;45-64;;Ocio, recreo y vacaciones;10;9;NS/NC;10;PIT del Paseo del Prado;Avión;10;9
15/03/2023;Mujer;España;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Avión;10;10
15/03/2023;Hombre;España;Madrid;Sólo;Residente;;10;;10;10;;Tenía información previa de su ubicación;;10;10;10;10;10;8;10;10;10;Sí;7;10;10;;10;No ha buscado información;7;8;45-64;Entorno de trabajo;Residente;10;10;8;10;PIT del Aeropuerto T-4;Coche particular;10;9
15/03/2023;Hombre;España;Sevilla;Sólo;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;8;10;45-64;;Negocios;10;10;10;10;PIT del Aeropuerto T-4;Avión;10;10
15/03/2023;Mujer;Argentina;;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Aeropuerto T-4;Avión;10;10
15/03/2023;Hombre;Colombia;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
15/03/2023;Mujer;España;Madrid;Residente;Residente;;7;;NS/NC;6;Sería aceptable volver a las visitas guiadas abiertas.;Los ha encontrado en su recorrido;;9;9;9;8;8;7;9;8;8;Sí;8;9;7;;NS/NC;No ha buscado información;8;8;+65;;Residente;9;8;8;7;PIT Faro de Moncloa;Residente;9;7
15/03/2023;Mujer;España;Las Palmas;Grupo Organizado;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
15/03/2023;Mujer;España;Valencia;En pareja;2 noches;;9;;NS/NC;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;NS/NC;9;10;10;Sí;NS/NC;8;NS/NC;;10;No ha buscado información;5;NS/NC;+65;;Ocio, recreo y vacaciones;10;9;NS/NC;9;PIT Palacio Real;Tren;10;NS/NC
15/03/2023;Hombre;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;9;10;8;8;9;9;Sí;8;10;9;;9;No ha buscado información;5;9;25-44;;Ocio, recreo y vacaciones;10;9;8;9;PIT de Atocha;Residente;10;10
15/03/2023;Hombre;España;Ávila;Con amigos;2 noches;;9;familia;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Otros (Indicar);9;9;45-64;;Tránsito;9;9;9;9;PIT de Atocha;Tren;9;9
15/03/2023;Hombre;España;Guadalajara;Sólo;Excursionista;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;10;Sí;10;9;NS/NC;;10;No ha buscado información;8;NS/NC;45-64;;Tránsito;10;NS/NC;9;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
15/03/2023;Mujer;Francia;;En pareja;De 4 a 7 noches;;6;"wikipedia; generationvoyage.fr";10;NS/NC;;Los ha encontrado en su recorrido;;10;9;10;10;7;9;9;9;10;Sí;7;8;8;;10;Guías turísticas publicadas sobre la ciudad;9;9;45-64;;Ocio, recreo y vacaciones;9;8;8;10;PIT del Aeropuerto T-2;Avión;10;8
15/03/2023;Hombre;España;Islas Baleares;Con amigos;De 4 a 7 noches;;8;booking.com/esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;9;9;9;10;Sí;9;8;9;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;8;8;10;;Avión;10;8
15/03/2023;Mujer;España;Barcelona;En pareja;3 noches;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;8;10;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;6;4;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Cuesta de Moyano;Tren;10;8
15/03/2023;Mujer;España;Madrid;Residente;Residente;;7;;10;NS/NC;Por la gran afluencia de personas en esta terminal (sobre todo en las horas puntas) debería de haber más de 1 informador.;Tenía información previa de su ubicación;residente;10;10;10;10;8;10;10;9;10;Sí;8;8;8;;9;No ha buscado información;10;10;45-64;conocía el aeropuerto;Otros (Indicar cuál);10;9;8;10;PIT del Aeropuerto T-2;Residente;10;8
15/03/2023;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
15/03/2023;Hombre;España;Madrid;Sólo;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;5;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;NS/NC
15/03/2023;Mujer;Estados Unidos;;En familia;De 4 a 7 noches;;2;tripadvisor, google;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;NS/NC;8;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);1;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;8;PIT del Paseo del Prado;Avión;10;8
15/03/2023;Mujer;Italia;;En pareja;3 noches;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;6;7;25-44;;Negocios;10;10;NS/NC;10;PIT Cuesta de Moyano;Avión;10;9
15/03/2023;Mujer;España;Barcelona;En pareja;1 noche;;2;google;10;10;;Los ha encontrado en su recorrido;leon;10;10;10;10;1;9;9;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);8;10;25-44;;Ver un espectáculo en particular (Indicar cuál);10;10;NS/NC;10;PIT del Paseo del Prado;Tren;10;10
15/03/2023;Mujer;España;Madrid;Residente;Residente;;2;;10;10;planosmasgrandes;Los había visto anteriormente;;10;10;10;10;10;7;10;10;10;Sí;NS/NC;NS/NC;8;;4;No ha buscado información;5;10;45-64;;Residente;10;10;NS/NC;10;PIT del Paseo del Prado;Residente;10;NS/NC
15/03/2023;Mujer;España;Málaga;En familia;3 noches;;9;google;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;10;10;10;Sí;9;9;7;;9;Internet/web (Indicar páginas);5;6;25-44;;Ocio, recreo y vacaciones;10;7;9;10;PIT del Paseo del Prado;Coche particular;10;8
15/03/2023;Mujer;España;Barcelona;En pareja;3 noches;;8;;8;9;;Los ha encontrado en su recorrido;;9;9;9;9;8;7;8;9;9;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;7;8;45-64;;Ocio, recreo y vacaciones;9;9;NS/NC;7;PIT Palacio Real;Tren;8;8
15/03/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;Falta folleto de semana santa;Los había visto anteriormente;;10;10;9;9;10;10;8;10;10;Sí;NS/NC;10;10;;NS/NC;No ha buscado información;4;9;+65;;Residente;10;9;NS/NC;10;PIT de Estadio Santiago Bernabéu;Residente;10;10
15/03/2023;Hombre;Perú;;Con amigos;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;9;9;9;;9;No ha buscado información;5;7;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT del Paseo del Prado;Avión;10;9
15/03/2023;Hombre;España;Madrid;Sólo;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;6;10;9;10;Sí;NS/NC;NS/NC;7;;9;No ha buscado información;5;1;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Atocha;Residente;10;9
15/03/2023;Hombre;España;Salamanca;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;+65;;Familia;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Coche particular;10;10
15/03/2023;Mujer;España;Segovia;Sólo;Excursionista;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;NS/NC;10;10;10;8;9;10;10;Sí;NS/NC;NS/NC;9;;NS/NC;No ha buscado información;8;9;+65;;Ocio, recreo y vacaciones;10;9;NS/NC;10;PIT de Atocha;Autobús;10;10
15/03/2023;Mujer;España;Madrid;Residente;Residente;;9;;10;NS/NC;faltan folletos en español;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;9;No ha buscado información;4;5;45-64;;Residente;10;8;9;10;PIT de CentroCentro;Residente;10;9
15/03/2023;Mujer;Colombia;;Con amigos;3 noches;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;NS/NC;10;10;10;9;9;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;9;NS/NC;25-44;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT de Atocha;Avión;10;9
15/03/2023;Mujer;España;Madrid;En pareja;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;8;8;9;10;10;8;8;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;10;45-64;;Residente;9;10;NS/NC;8;PIT Palacio Real;Residente;10;7
15/03/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;45-64;;Residente;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Residente;10;10
15/03/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;8;10;10;Sí;NS/NC;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Residente;10;10
15/03/2023;Mujer;España;Alicante;En familia;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;6;10;10;Sí;6;NS/NC;8;;8;No ha buscado información;1;10;45-64;;Ocio, recreo y vacaciones;10;9;6;10;PIT de Callao;Coche particular;10;6
15/03/2023;Mujer;España;Valencia;En familia;De 4 a 7 noches;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;10;10;8;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;6;10;45-64;;Ocio, recreo y vacaciones;10;8;NS/NC;8;PIT Palacio Real;Coche particular;10;7
15/03/2023;Hombre;España;Madrid;Residente;Residente;;4;;8;NS/NC;;Los había visto anteriormente;;9;9;9;8;7;8;9;8;8;Sí;8;7;8;;8;No ha buscado información;5;5;45-64;;Residente;8;6;7;9;PIT Cuesta de Moyano;Residente;9;9
15/03/2023;Mujer;España;Madrid;Con amigos;Residente;;9;;9;NS/NC;La oficina está muy limpia y hay buen ambiente. Me han atendido también correctamente.;Los había visto anteriormente;;10;10;10;10;10;9;9;10;9;Sí;8;8;10;;9;No ha buscado información;8;10;+65;;Residente;10;10;8;9;Centro de Turismo de la Plaza Mayor;Residente;10;8
15/03/2023;Mujer;España;Sevilla;En pareja;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;6;10;10;10;Sí;9;6;10;;10;Guías turísticas publicadas sobre la ciudad;2;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Tren;9;9
15/03/2023;Mujer;España;Burgos;En pareja;3 noches;;7;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;8;8;9;7;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;7;8;25-44;;Ocio, recreo y vacaciones;10;8;NS/NC;7;PIT Palacio Real;Coche particular;8;5
15/03/2023;Hombre;España;Asturias;En pareja;3 noches;;9;esmadrid;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;4;9;9;9;Sí;9;9;9;;9;Internet/web (Indicar páginas);1;9;25-44;;Ocio, recreo y vacaciones;9;9;9;5;PIT de Callao;Tren;9;9
15/03/2023;Mujer;España;Valencia;Sólo;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Familia;10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;10
15/03/2023;Hombre;España;Murcia;En pareja;2 noches;;10;visita madrid;10;NS/NC;;Los ha encontrado en su recorrido;;9;8;8;9;10;8;8;9;10;Sí;NS/NC;NS/NC;9;;10;Guías turísticas publicadas sobre la ciudad;8;9;45-64;;Ocio, recreo y vacaciones;8;9;NS/NC;9;;Tren;9;9
15/03/2023;Mujer;España;Sevilla;Con amigos;3 noches;;9;esmadrid;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;9;10;10;Sí;9;9;9;;9;Internet/web (Indicar páginas);9;10;45-64;;Gastronomía;10;9;9;10;Centro de Turismo de la Plaza Mayor;Tren;10;8
15/03/2023;Hombre;España;Zaragoza;En pareja;2 noches;;4;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;8;8;8;;9;No ha buscado información;9;7;45-64;;Ocio, recreo y vacaciones;9;7;9;8;Centro de Turismo de la Plaza Mayor;Tren;9;8
15/03/2023;Hombre;Argentina;;En pareja;2 noches;;8;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;Escala hacia Francia;10;10;10;10;9;NS/NC;9;9;10;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;5;10;25-44;;Otros (Indicar cuál);10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;7
15/03/2023;Hombre;Estados Unidos;;En pareja;2 noches;;9;;8;9;;Los ha encontrado en su recorrido;;9;10;9;8;8;10;10;9;7;Sí;9;9;7;;9;Guías turísticas publicadas sobre la ciudad;9;8;25-44;;Gastronomía;8;7;9;9;PIT Palacio Real;Avión;9;9
15/03/2023;Mujer;España;;Sólo;3 noches;;9;;8;8;;Los había visto anteriormente;;8;8;7;7;8;9;7;8;8;Sí;8;8;9;;8;Guías turísticas publicadas sobre la ciudad;7;7;25-44;;Cultura;7;8;7;8;PIT Palacio Real;Avión;9;8
15/03/2023;Mujer;Italia;;Con amigos;3 noches;;7;;8;8;;Los ha encontrado en su recorrido;;9;7;7;7;8;9;8;9;8;Sí;8;9;7;;8;Guías turísticas publicadas sobre la ciudad;8;7;25-44;;Noche;7;7;8;8;PIT Palacio Real;Avión;7;8
15/03/2023;Hombre;España;Madrid;Residente;Residente;;9;;10;NS/NC;;Los había visto anteriormente;;9;9;9;NS/NC;10;7;9;10;9;Sí;10;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;45-64;;Residente;9;9;NS/NC;9;PIT Cuesta de Moyano;Tren;NS/NC;8
15/03/2023;Hombre;España;Madrid;Sólo;Residente;;8;;9;8;;Los había visto anteriormente;;7;8;7;8;9;9;8;9;9;Sí;7;7;8;;8;No ha buscado información;8;9;25-44;;Residente;9;9;8;8;PIT Cuesta de Moyano;Residente;7;9
15/03/2023;Mujer;España;Vizcaya;Con amigos;De 4 a 7 noches;;10;blogs;10;10;La ventana de atención no es cómoda;Los había visto anteriormente;;10;10;10;10;10;NS/NC;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);2;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Callao;Coche particular;10;10
15/03/2023;Mujer;España;Santa Cruz de Tenerife;En pareja;De 4 a 7 noches;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;9;9;10;Sí;NS/NC;NS/NC;NS/NC;;10;No ha buscado información;7;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;8
15/03/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;7;10;45-64;;Residente;10;10;NS/NC;10;PIT del Aeropuerto T-4;Residente;10;7
15/03/2023;Mujer;Argentina;;En familia;3 noches;;10;;9;NS/NC;;Los había visto anteriormente;;9;9;10;10;10;8;10;NS/NC;9;Sí;NS/NC;NS/NC;10;;9;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;9;10;NS/NC;9;Centro de Turismo de la Plaza Mayor;Avión;10;9
16/03/2023;Hombre;España;Gerona;Con amigos;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;8;10;10;Sí;9;8;10;;10;No ha buscado información;4;10;+65;;Cultura;10;10;8;9;PIT de Callao;Coche particular;10;8
16/03/2023;Mujer;Croacia;;En pareja;De 4 a 7 noches;;9;;NS/NC;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;8;9;;9;Guías turísticas publicadas sobre la ciudad;8;8;45-64;;Ocio, recreo y vacaciones;9;9;9;9;PIT del Aeropuerto T-2;Avión;9;9
16/03/2023;Mujer;España;Pontevedra;En pareja;3 noches;;8;;8;10;Nos comentan que estaría bien tener los mapas de Cercanías y Metro en la parte de atrás del mapa de la ciudad.;Los ha encontrado en su recorrido;;10;10;10;10;8;8;9;9;8;Sí;8;8;7;;7;No ha buscado información;8;8;25-44;;Ocio, recreo y vacaciones;10;8;8;8;Centro de Turismo de la Plaza Mayor;Tren;10;8
16/03/2023;Mujer;España;Las Palmas;En pareja;De 4 a 7 noches;;9;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;10;10;10;Sí;9;8;10;;9;Guías turísticas publicadas sobre la ciudad;8;10;25-44;;Ocio, recreo y vacaciones;10;10;9;10;PIT del Aeropuerto T-2;Avión;10;10
16/03/2023;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;8;10;10;Sí;8;9;10;;10;No ha buscado información;9;10;+65;;Ocio, recreo y vacaciones;10;10;9;10;PIT de Callao;Residente;10;9
16/03/2023;Mujer;Estados Unidos;;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;8;10;10;Sí;9;9;10;;10;No ha buscado información;3;8;45-64;;Ocio, recreo y vacaciones;10;10;9;10;PIT de Callao;Avión;10;8
16/03/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;8;10;10;10;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;5;9;+65;;Residente;10;9;NS/NC;10;PIT del Paseo del Prado;Residente;10;10
16/03/2023;Mujer;Francia;;En pareja;De 4 a 7 noches;;10;;9;10;;Los ha encontrado en su recorrido;;10;10;10;9;9;8;9;9;10;Sí;8;8;8;;8;Guías turísticas publicadas sobre la ciudad;5;8;45-64;;Ocio, recreo y vacaciones;10;8;8;9;Centro de Turismo de la Plaza Mayor;Avión;10;8
16/03/2023;Hombre;España;Valencia;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Coche particular;10;10
16/03/2023;Hombre;España;Madrid;Sólo;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;9;9;7;9;8;8;Sí;7;9;8;;8;No ha buscado información;5;8;25-44;;Ocio, recreo y vacaciones;10;8;7;8;PIT de Callao;Residente;10;8
16/03/2023;Hombre;Francia;;En pareja;3 noches;;8;;8;10;;Los había visto anteriormente;;10;10;10;10;8;8;10;10;8;Sí;8;8;10;;10;No ha buscado información;8;9;45-64;;Familia;10;10;8;8;Centro de Turismo de la Plaza Mayor;Avión;10;8
16/03/2023;Hombre;Portugal;;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;10;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;6;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Coche particular;10;10
16/03/2023;Mujer;Francia;;Sólo;3 noches;;8;;8;8;;Los ha encontrado en su recorrido;;9;8;9;9;9;8;10;8;8;Sí;7;9;8;;8;No ha buscado información;8;9;+65;;Ocio, recreo y vacaciones;8;8;8;8;Centro de Turismo de la Plaza Mayor;Coche particular;9;9
16/03/2023;Hombre;España;;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT del Aeropuerto T-4;Residente;10;10
16/03/2023;Mujer;España;Valladolid;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;4;10;9;10;Sí;NS/NC;NS/NC;10;;6;No ha buscado información;3;10;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Atocha;Autobús;10;7
16/03/2023;Mujer;España;Barcelona;Sólo;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Negocios;10;10;10;10;;Avión;10;10
16/03/2023;Mujer;Serbia;;Con amigos;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
16/03/2023;Hombre;Países Bajos;;Grupo Organizado;De 4 a 7 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Aeropuerto T-4;Avión;10;10
16/03/2023;Mujer;España;Madrid;En pareja;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;10;9;10;Sí;9;8;10;;9;No ha buscado información;8;10;25-44;;Residente;10;10;9;10;PIT del Aeropuerto T-2;Residente;10;10
16/03/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;1;10;8;10;Sí;NS/NC;NS/NC;6;;5;No ha buscado información;2;1;+65;;Residente;10;7;NS/NC;10;PIT Cuesta de Moyano;Residente;10;6
16/03/2023;Hombre;España;Tarragona;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;9;10;10;Sí;NS/NC;NS/NC;10;;9;Guías turísticas publicadas sobre la ciudad;4;8;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Coche particular;10;8
16/03/2023;Hombre;Suiza;;En familia;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Avión;10;10
16/03/2023;Hombre;Italia;;En familia;3 noches;;8;turismo;6;NS/NC;;Los ha encontrado en su recorrido;;10;10;8;9;7;NS/NC;9;9;10;Sí;NS/NC;8;NS/NC;;10;Internet/web (Indicar páginas);7;7;25-44;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT Palacio Real;Avión;10;NS/NC
16/03/2023;Hombre;España;Castellón;Sólo;3 noches;;8;esmadrid.com;10;10;;Los ha encontrado en su recorrido;;10;8;10;10;10;10;10;8;10;Sí;10;10;10;;8;Internet/web (Indicar páginas);10;8;45-64;;Ocio, recreo y vacaciones;10;8;10;10;Centro de Turismo de la Plaza Mayor;Tren;8;10
16/03/2023;Mujer;Brasil;;Con amigos;De 4 a 7 noches;;10;;7;NS/NC;;Los ha encontrado en su recorrido;Visita a amigos;10;10;10;10;10;1;10;9;3;Sí;NS/NC;NS/NC;10;;6;Guías turísticas publicadas sobre la ciudad;2;5;45-64;;Otros (Indicar cuál);10;10;NS/NC;10;PIT Palacio Real;Avión;10;7
16/03/2023;Hombre;España;Madrid;Residente;Residente;;10;;7;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;7;10;10;;10;No ha buscado información;10;7;+65;;Residente;10;10;7;10;PIT Palacio Real;Residente;10;7
