Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la información facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
16/06/2023;Mujer;España;Madrid;Residente;Residente;;10;No sabe;8;10;Dice que ha visto alguna vez una guía específica para niños con dibujos para colorear. Le gustaría que se volvieran a hacer.;Los ha encontrado en su recorrido;;10;8;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Residente;10;10;10;10;PIT de Callao;Residente;10;10
16/06/2023;Mujer;España;Madrid;Residente;Residente;;7;;9;10;;Los había visto anteriormente;;10;10;10;10;8;9;10;10;9;Sí;8;10;9;;8;No ha buscado información;6;9;+65;;Residente;10;10;9;9;PIT Palacio Real;Autobús;10;7
16/06/2023;Mujer;España;Las Palmas;En pareja;3 noches;;10;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;10;10;9;;9;No ha buscado información;7;7;25-44;;Ocio, recreo y vacaciones;10;8;9;10;PIT Palacio Real;Avión;10;9
16/06/2023;Hombre;España;Álava;En pareja;2 noches;;10;blogs;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
16/06/2023;Mujer;España;Barcelona;En pareja;De 4 a 7 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;8;8;10;10;Sí;7;9;10;;10;No ha buscado información;7;10;45-64;;Ocio, recreo y vacaciones;10;10;8;9;Centro de Turismo de la Plaza Mayor;Tren;10;8
16/06/2023;Mujer;España;Barcelona;En pareja;De 4 a 7 noches;;8;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;8;10;8;10;8;Sí;8;9;10;;10;No ha buscado información;10;10;+65;;Negocios;10;10;8;8;PIT de CentroCentro;Coche particular;10;8
16/06/2023;Mujer;España;Zaragoza;Con amigos;De 4 a 7 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;9;7;10;10;Sí;7;8;10;;10;No ha buscado información;8;10;25-44;;Ocio, recreo y vacaciones;10;10;7;9;Centro de Turismo de la Plaza Mayor;Autobús;10;7
16/06/2023;Mujer;España;Alicante;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;10
16/06/2023;Hombre;Portugal;;En pareja;2 noches;;10;esmadrid.com;8;10;Poca información en portugués pero todo muy bien;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;6;25-44;en esmadrid.com;Ocio, recreo y vacaciones;8;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
16/06/2023;Mujer;Uruguay;;En pareja;De 4 a 7 noches;;10;empresas privadas;10;10;Todo estupendo;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;45-64;;Cultura;10;10;10;10;PIT de Atocha;Avión;10;10
16/06/2023;Hombre;Alemania;;Sólo;3 noches;;10;;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;8;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;7;45-64;;Negocios;10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;10;9
16/06/2023;Mujer;España;Burgos;En pareja;2 noches;;10;esmadrid.com;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
16/06/2023;Mujer;España;Burgos;En familia;3 noches;;10;Amigos y familia;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;10;Otros (Indicar);10;NS/NC;45-64;;Ocio, recreo y vacaciones;10;NS/NC;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;9
16/06/2023;Hombre;Irlanda;;En familia;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
16/06/2023;Mujer;España;Barcelona;Sólo;1 noche;;9;página del ayuntamiento;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;9;10;Sí;9;9;9;;9;Internet/web (Indicar páginas);9;9;25-44;;Negocios;10;9;9;10;PIT de Atocha;Tren;10;9
16/06/2023;Mujer;México;;En familia;3 noches;;10;Google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
16/06/2023;Hombre;España;Madrid;Sólo;Residente;;10;;9;10;;Los había visto anteriormente;;10;10;10;10;10;9;10;9;10;Sí;10;10;9;;NS/NC;No ha buscado información;6;5;45-64;;Residente;10;8;10;10;PIT Palacio Real;Residente;10;9
16/06/2023;Hombre;Portugal;;En familia;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;8;10;15-24;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;NS/NC;9
16/06/2023;Mujer;España;Madrid;Residente;Residente;;9;;9;10;;Los había visto anteriormente;;10;10;10;10;9;10;10;10;10;Sí;9;9;9;;9;No ha buscado información;7;7;45-64;;Residente;10;9;9;10;PIT Palacio Real;Residente;10;9
16/06/2023;Mujer;España;Valencia;En pareja;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;9;10;;9;Teléfono;9;8;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Atocha;Tren;10;10
16/06/2023;Mujer;España;Madrid;Con amigos;Residente;;10;;10;10;;Los había visto anteriormente;Acompañar amiga extranjera;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;15-24;;Otros (Indicar cuál);10;10;10;10;PIT Palacio Real;Residente;10;10
16/06/2023;Hombre;México;;En familia;3 noches;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Avión;10;10
16/06/2023;Hombre;Argentina;;En familia;De 4 a 7 noches;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Avión;10;10
16/06/2023;Mujer;Chile;;En pareja;De 4 a 7 noches;;1;amigos;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);8;10;25-44;;Cultura;10;10;10;10;PIT Cuesta de Moyano;Avión;10;10
16/06/2023;Mujer;Estados Unidos;;Sólo;De 2 semanas a 1 mes;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Negocios;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Avión;10;10
16/06/2023;Mujer;España;Valencia;Con amigos;2 noches;;10;hoteles, entradas;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);6;7;45-64;;Cultura;10;10;10;10;PIT de Atocha;Tren;10;10
16/06/2023;Mujer;España;Valencia;Con amigos;3 noches;;10;;6;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;10;10;10;;10;No ha buscado información;5;7;45-64;;Cultura;10;10;10;10;PIT de Atocha;Coche particular;10;10
16/06/2023;Mujer;Estados Unidos;;En pareja;3 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
16/06/2023;Mujer;Israel;;En pareja;De 4 a 7 noches;;7;;7;7;;Los ha encontrado en su recorrido;;7;7;7;7;7;7;7;7;7;Sí;7;7;7;;7;No ha buscado información;7;7;45-64;;Ocio, recreo y vacaciones;7;7;7;7;PIT del Paseo del Prado;Avión;7;7
16/06/2023;Mujer;Francia;;En pareja;3 noches;;10;su hija;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);9;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
16/06/2023;Mujer;Argentina;;En familia;Excursionista;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;9;NS/NC;+65;;Tránsito;10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;10;10
16/06/2023;Hombre;España;Cantabria;En pareja;2 noches;;1;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;10;9;9;10;Sí;10;9;9;;9;No ha buscado información;7;9;45-64;;Ocio, recreo y vacaciones;10;9;9;10;PIT Cuesta de Moyano;Coche particular;10;9
16/06/2023;Mujer;España;Islas Baleares;En pareja;2 noches;;10;rrss;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;9;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
16/06/2023;Mujer;Brasil;;En pareja;De 4 a 7 noches;;10;Youtube;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
16/06/2023;Mujer;Italia;;En pareja;3 noches;;8;;8;8;;Los ha encontrado en su recorrido;;8;8;8;8;8;8;9;7;8;Sí;7;7;5;;8;Guías turísticas publicadas sobre la ciudad;6;4;25-44;;Ocio, recreo y vacaciones;9;5;7;8;PIT del Aeropuerto T-4;Avión;9;7
16/06/2023;Mujer;Brasil;;Sólo;De 4 a 7 noches;;1;google;7;8;;Los ha encontrado en su recorrido;;8;8;8;8;7;8;7;7;8;Sí;7;7;6;;7;Internet/web (Indicar páginas);7;3;25-44;;Ocio, recreo y vacaciones;9;6;6;8;PIT del Aeropuerto T-4;Avión;8;7
16/06/2023;Mujer;Australia;;En pareja;De 4 a 7 noches;;1;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;9;NS/NC;9;;7;Guías turísticas publicadas sobre la ciudad;NS/NC;7;45-64;;Cultura;10;10;NS/NC;10;PIT Cuesta de Moyano;Avión;10;NS/NC
16/06/2023;Mujer;España;Madrid;Con amigos;Residente;;8;;8;NS/NC;;Otros;;10;10;10;10;8;5;8;10;8;Sí;8;8;8;;8;No ha buscado información;8;8;+65;siempre pide EsMadrid;Residente;10;8;8;8;PIT del Paseo del Prado;Residente;8;8
16/06/2023;Mujer;España;Albacete;En pareja;De 4 a 7 noches;;10;Google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Negocios;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
16/06/2023;Mujer;España;Madrid;En pareja;Residente;;9;;9;8;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;10;10;8;Sí;9;9;10;;9;No ha buscado información;10;9;45-64;;Residente;9;9;9;9;PIT Palacio Real;Residente;9;9
16/06/2023;Mujer;España;Barcelona;Sólo;3 noches;;9;;10;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;10;9;10;9;Sí;9;9;9;;9;No ha buscado información;9;9;25-44;;Ocio, recreo y vacaciones;9;9;8;10;PIT Palacio Real;Tren;10;10
16/06/2023;Hombre;España;Sevilla;En pareja;De 4 a 7 noches;;9;;9;9;;Los ha encontrado en su recorrido;;8;10;8;9;8;10;8;10;9;Sí;9;8;9;;9;No ha buscado información;9;9;25-44;;Familia;9;10;10;9;PIT Palacio Real;Tren;10;9
16/06/2023;Hombre;Argelia;;En familia;De 4 a 7 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;9;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;6;9;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Callao;Avión;10;9
16/06/2023;Mujer;España;Madrid;Residente;Residente;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;9;10;9;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;9;9;25-44;;Residente;9;9;NS/NC;8;PIT de Callao;Residente;9;9
16/06/2023;Mujer;Venezuela;;En familia;De 4 a 7 noches;;9;instagram;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Internet/web (Indicar páginas);9;9;25-44;;Ocio, recreo y vacaciones;9;9;9;9;PIT del Paseo del Prado;Avión;9;9
16/06/2023;Mujer;México;;En pareja;3 noches;;1;;8;7;;Los ha encontrado en su recorrido;;8;8;7;8;8;8;7;6;8;Sí;6;8;7;;7;Guías turísticas publicadas sobre la ciudad;8;7;45-64;;Ocio, recreo y vacaciones;8;7;7;8;PIT del Aeropuerto T-4;Avión;8;7
16/06/2023;Hombre;España;Madrid;Residente;Residente;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;9;9;9;Sí;NS/NC;NS/NC;9;;9;Guías turísticas publicadas sobre la ciudad;7;9;25-44;;Residente;9;9;NS/NC;8;PIT de Callao;Residente;9;9
16/06/2023;Mujer;Noruega;;En pareja;3 noches;;9;facebook;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Internet/web (Indicar páginas);9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;PIT del Paseo del Prado;Avión;9;9
16/06/2023;Mujer;España;Madrid;Residente;Residente;;9;frecuenta habitualmente;9;9;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Otros (Indicar);9;9;+65;;Residente;9;9;9;9;PIT del Paseo del Prado;Residente;9;9
16/06/2023;Mujer;España;Madrid;Sólo;Residente;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;NS/NC;No ha buscado información;10;10;+65;;Residente;10;10;10;10;PIT de Callao;Residente;10;NS/NC
17/06/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;Usuario es conductor de vtc y se queja de limitación de mapas que podemos entregar;Los había visto anteriormente;;10;10;8;10;10;8;10;8;8;Sí;NS/NC;NS/NC;NS/NC;;10;No ha buscado información;6;5;45-64;;Residente;10;NS/NC;NS/NC;8;PIT del Aeropuerto T-2;Residente;NS/NC;8
17/06/2023;Hombre;Francia;;Con amigos;De 4 a 7 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Guías turísticas publicadas sobre la ciudad;8;8;45-64;;Ocio, recreo y vacaciones;9;8;8;9;PIT de Callao;Avión;9;8
17/06/2023;Hombre;España;Madrid;Sólo;Residente;;9;;9;9;;Los había visto anteriormente;;10;10;10;10;9;9;10;9;9;Sí;9;9;8;;9;No ha buscado información;4;5;25-44;;Ocio, recreo y vacaciones;9;9;9;8;PIT de Atocha;Residente;9;9
17/06/2023;Mujer;España;Islas Baleares;En pareja;2 noches;;5;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;9;10;8;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;4;10;45-64;;Cultura;10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;10;9
17/06/2023;Mujer;España;Las Palmas;En familia;3 noches;;10;blogs, instagram, tiktok;10;NS/NC;;Los ha encontrado en su recorrido;Aladdin;10;10;10;10;10;10;8;9;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);5;10;25-44;;Ver un espectáculo en particular (Indicar cuál);10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;NS/NC;8
17/06/2023;Hombre;España;Madrid;En pareja;Residente;;9;;9;10;;Los había visto anteriormente;;10;10;10;9;9;8;9;9;8;Sí;9;9;9;;8;No ha buscado información;3;9;45-64;;Residente;10;8;8;9;PIT Palacio Real;Residente;10;8
17/06/2023;Hombre;España;Madrid;Residente;Residente;;7;;10;NS/NC;;Los había visto anteriormente;;10;10;10;9;8;7;9;9;9;Sí;9;9;9;;6;No ha buscado información;7;10;45-64;;Residente;10;9;9;8;PIT de Callao;Residente;10;9
17/06/2023;Hombre;España;Vizcaya;En pareja;3 noches;;10;www.esmadrid.com;10;10;;Los ha encontrado en su recorrido;mamma mia;10;10;10;10;10;10;9;10;10;Sí;9;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ver un espectáculo en particular (Indicar cuál);10;10;9;10;;Coche particular;10;10
17/06/2023;Hombre;España;Madrid;Residente;Residente;;9;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;NS/NC;No ha buscado información;7;NS/NC;25-44;;Residente;10;NS/NC;NS/NC;10;PIT del Aeropuerto T-2;Residente;NS/NC;9
17/06/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;2;Debería haber visitas guiadas para todo el público, y los folletos deberían estar también en español;Los había visto anteriormente;;10;10;10;10;10;8;10;10;10;Sí;10;8;3;;10;No ha buscado información;4;2;+65;;Residente;10;3;10;10;Centro de Turismo de la Plaza Mayor;Residente;5;9
17/06/2023;Mujer;España;Sevilla;En pareja;2 noches;;9;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;10;10;10;Sí;NS/NC;10;10;;9;No ha buscado información;7;10;25-44;;Ocio, recreo y vacaciones;10;10;9;10;PIT de Callao;Tren;10;9
17/06/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;9;9;9;10;Sí;9;8;9;;9;No ha buscado información;5;7;45-64;;Residente;10;7;9;9;PIT del Paseo del Prado;Autobús;10;8
17/06/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;8;Echa en falta que no tengamos plano de metro como tal.;Los había visto anteriormente;;10;10;10;10;10;9;10;8;10;Sí;9;9;7;;10;No ha buscado información;9;10;+65;;Residente;10;7;9;9;PIT del Paseo del Prado;Residente;10;9
17/06/2023;Hombre;España;Alicante;En familia;2 noches;;10;Amigos;10;NS/NC;;Los ha encontrado en su recorrido;Matilda;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;45-64;;Ver un espectáculo en particular (Indicar cuál);10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
17/06/2023;Mujer;España;Barcelona;En pareja;3 noches;;1;esmadrid;3;8;folletos sobre palacio real;Los ha encontrado en su recorrido;;9;9;9;8;5;9;4;9;8;Sí;8;8;8;;9;Internet/web (Indicar páginas);7;7;45-64;;Ocio, recreo y vacaciones;9;8;8;8;PIT de CentroCentro;Coche particular;9;9
17/06/2023;Mujer;España;Cantabria;En familia;3 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Coche particular;9;9
17/06/2023;Hombre;China;;En familia;De 2 semanas a 1 mes;;5;;8;NS/NC;;Los había visto anteriormente;Hija vendrá a trabajar próximamente;10;10;10;10;7;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;8;+65;;Otros (Indicar cuál);10;10;NS/NC;10;PIT del Aeropuerto T-2;Avión;10;10
17/06/2023;Hombre;España;Madrid;En pareja;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;9;9;9;9;9;9;9;Sí;8;9;10;;9;No ha buscado información;8;10;+65;;Residente;10;9;8;9;PIT de Callao;Residente;9;9
17/06/2023;Mujer;España;Madrid;Residente;Residente;;8;"TV; Radio";8;NS/NC;;Los había visto anteriormente;;10;9;9;9;7;9;10;9;9;Sí;NS/NC;NS/NC;9;;4;Otros (Indicar);9;9;+65;;Residente;9;9;NS/NC;9;PIT Cuesta de Moyano;Residente;9;8
17/06/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;9;9;10;10;Sí;9;9;7;;10;No ha buscado información;6;10;45-64;;Residente;10;8;8;9;PIT del Paseo del Prado;Residente;10;8
17/06/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;10;Planos de distritos concretos de Madrid;Los había visto anteriormente;;10;10;10;10;10;5;9;9;10;Sí;9;8;8;;9;No ha buscado información;6;9;45-64;;Residente;10;8;9;10;PIT del Paseo del Prado;Residente;10;7
17/06/2023;Hombre;Brasil;;Sólo;De 4 a 7 noches;;1;xx;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;9;9;10;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;NS/NC;4;+65;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT de Estadio Santiago Bernabéu;Avión;10;NS/NC
17/06/2023;Hombre;España;Madrid;En pareja;Residente;;8;;10;10;;Los había visto anteriormente;;10;10;10;10;8;9;9;9;9;Sí;8;9;9;;9;No ha buscado información;8;10;45-64;;Residente;10;9;9;9;PIT Palacio Real;Residente;10;9
17/06/2023;Mujer;España;Islas Baleares;En pareja;3 noches;;9;instagram, tik tok;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;10;10;10;Sí;NS/NC;NS/NC;9;;9;Guías turísticas publicadas sobre la ciudad;9;9;25-44;;Ocio, recreo y vacaciones;10;9;NS/NC;8;PIT Palacio Real;Coche particular;9;8
17/06/2023;Mujer;España;Madrid;En familia;Residente;;9;;NS/NC;9;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;+65;;Residente;9;9;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;9
17/06/2023;Mujer;España;Navarra;En pareja;2 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Tren;9;9
17/06/2023;Mujer;España;Valencia;En pareja;1 noche;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;3;10;8;10;Sí;10;9;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;9
17/06/2023;Hombre;España;Barcelona;En pareja;3 noches;;10;google;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Coche particular;10;10
17/06/2023;Hombre;España;Barcelona;En pareja;2 noches;;1;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;9;10;Sí;9;NS/NC;NS/NC;;8;No ha buscado información;NS/NC;NS/NC;45-64;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT de Estadio Santiago Bernabéu;Coche particular;10;9
17/06/2023;Hombre;España;Granada;En pareja;3 noches;;9;MADRID SECRETO;9;9;;Los había visto anteriormente;;9;9;9;9;9;8;8;9;9;Sí;8;9;9;;9;Internet/web (Indicar páginas);9;9;45-64;;Ocio, recreo y vacaciones;9;9;8;8;;Tren;9;9
17/06/2023;Mujer;Estados Unidos;;En pareja;De 2 semanas a 1 mes;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;45-64;;Cultura;10;10;NS/NC;10;PIT de Atocha;Avión;10;NS/NC
17/06/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;5;;Los ha encontrado en su recorrido;;10;10;10;10;10;6;10;8;10;Sí;10;7;10;;10;No ha buscado información;6;8;+65;;Residente;10;10;10;8;Centro de Turismo de la Plaza Mayor;Residente;10;10
17/06/2023;Hombre;España;Madrid;Residente;Residente;;10;;NS/NC;5;;Los había visto anteriormente;;10;10;10;10;10;10;10;7;10;Sí;10;10;7;;NS/NC;No ha buscado información;5;3;+65;;Residente;10;5;10;10;Centro de Turismo de la Plaza Mayor;Residente;8;10
17/06/2023;Hombre;España;Álava;Con amigos;3 noches;;10;web;10;10;;Los ha encontrado en su recorrido;rey león;10;10;10;10;10;10;10;10;10;Sí;5;5;10;;10;Internet/web (Indicar páginas);5;10;25-44;;Ver un espectáculo en particular (Indicar cuál);10;10;5;10;PIT del Paseo del Prado;Coche particular;10;5
17/06/2023;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;NS/NC;10;10;Sí;9;NS/NC;10;;10;No ha buscado información;6;10;45-64;;Residente;10;10;9;10;PIT Cuesta de Moyano;Residente;10;9
